vaAddress,vaName
0x8ff920020c8ad673661c8117f2855c384758c572,MultiSigWallet
0xb24e9e3dc822daa8ace9af9c9b2ff8ab8348bc93,Wallet
0xC16ba0Bf101682e0E7fcBD0B7BC160A8E2E59471,Wallet
0x863df6bfa4469f3ead0be8f9f2aae51c91a907b4,WalletLibrary
0x24b995ac53f7916923bc594d506ffc34fe3fc78c,CrowdWallet
0xf849250bdb22c665ec79928fda5a064afabc9d00,(HarbourDAO-Multisig) MultiSigWallet
0xBcB2797F9A74D9099d6077c743FEB3bc812EB2A4,Wallet
0x1bb7804d12fa4f70ab63d0bbe8cb0b1992694338,MultiSigWallet
0x8b94ed0a4b7295e87cad917c74a2c91739abb8f6,MultiSigWallet
0xc330c1a3c7db9c75f60aed0a9b7c0fc5fa22d5a2,MultiSigWallet
0xa723606e907bf84215d5785ea7f6cd93a0fbd121,MultiSigWallet
0x77faed976e187f26b49e78be8418ab074a341f26,(IWToken) IntegrativeWalletToken
0xe31ddd7fbcfe592c2e3d397f51feb19b5a2126f5,MultiSigWallet
0x3442bF71687874FBe7cB1bF3b166CC9345b46f17,MultiSigWallet
0xF04d145dd24E05E6ac9149302B62970769795fBa,MultiSigWalletWithDailyLimit
0x0f64Db5a527850B8Fc8025F9c49Adb734fdf43eD,MultiSigWallet
0x3b505511a928c04423df358b8f1fa7d231fb2a49,MultiSigWallet
0xc03281af336e2c25b41ff893a0e6ce1a932b23af,(HelloGoldMultisigWallet) MultiSigWallet
0x8d2AAE6a7EB63Ba89c36e82385f096d41074Cd87,Wallet
0x4038e930ad78c53dc885a6b3a7d9db0d317c8662,MultiSigWallet
0x7171d368b76f5607ddd6233a00f5c2f5d82a95e4,MultiSigWallet
0x8c959f04ea4a9111a49dc34df9de59ca8e23037c,MultiSigWallet
0x1a8cc57f1155d7df4626978401e203e00da097f7,MultiSigWallet
0x225fab77fa9251138f674b5b93c2332c5ba07bec,MultiSigWallet
0xa7c5fe3fbb37a86705049796faddccfd4bd5ff3f,MultiSigWallet
0x66e32d375642Ce9c8202CaEA1F6A83b0C3Caf32c,(InvestFeedMultiSigWallet) MultiSigWallet
0x2612A761fa34a8E5b8613c2DF67C3163094dA68c,ContributionWallet
0x7E2FE61AFC64CA49A8EE24Abf6EddA165962a21e,MultiSigWallet
0x9E68d7Fe52aD18F7c68cBD0FcDE6266A68F056f5,MultiSigWallet
0xF1072e1D02Ce862c31a5947C6d6ef5fBe848b8b7,MultiSigWallet
0xa7edeba1e5cf1d3a17d67ed590292ce7bb9e6cd8,IntegrativeWalletToken
0xfbd2d8aea3e183e2786ece61665ccaf7574e548b,MultiSigWallet
0xef82b51cd11b2cd198e7d9f7c75a486dd072194c,MultiSigWallet
0x88c34053408de547ea4dc0c0ff7d9598afe54eeb,MultiSigWallet
0x8fc489fb4999c57c4ffb31b8df2388666797239b,Wallet
0x7199C3fBc0832e8798d2514eEAa88f0CE597698D,MultisigWallet
0xBBF0cC1C63F509d48a4674e270D26d80cCAF6022,MultiSigWallet
0x2fdfdc48b4ca0021e4c629f137d151b5910e6cd0,ContributionWallet
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,MultiSigWallet
0x40a05d4ce308bf600cb275d7a3e9113518f59c54,MultiSigWallet
0x8dc103a4864d4f6bab920e3fc9e3d48567bec173,MultiSigWallet
0xd4eb8e0bb87c1630c34b7d39a5fa74b67bcce3d1,Wallet
0x0465028899f4a56b13eef1725f95998a1b73a4f3,Wallet
0x6ea8c3e29fa652a82b8a9b63598eba4c0f8ea17d,MultiSigWallet
0x3f6e75dea1a997bf6bb59334c425cf7f0803f3c7,MultiSigWallet
0x0479fffd26537699110c161c1b744828b3f7d771,MultiSigWallet
0x594644ef07741b8893a45761eae38b9a14d09c9b,MultiSigWallet
0x99b24e4657a43687bc872be214ae4e32ddc0d3c7,MultiSigWallet
0x55d8988efec8af2551776baae6baa593660238d2,MultiSigWallet
0xb1021477444c6566509e1b80d2c99e9603a31c47,(FundYourselfNow) Wallet
0x40f4991411ac5377675c421e87378e10470134a3,Wallet
0x514ab9fb627de22542f9aa7e561980e46bf17272,wallet
0xc0ffee60Fc383278FC94885d7f7584977Bfa00AA,Wallet
0x28c424094a5452117078a4fc5cd09bf03ac40b95,MultiSigWallet
0x6d3b568225407f18f12742b488084cd9a69dafad,MultiSigWallet
0xe18ce35060f39ed5c68b92629230aadcd79ea6e3,MultiSigWallet
0x7e6614722614e434c4df9901bab31e466ba12fa4,(MysteriumDev) MultiSigWallet
0xa1916efb6f9ff61196050a3bcd5c391643334145,MultiSigWallet
0xc778847f3ebe78f0ae54a6dd50057cb0332e411c,MultiSigWallet
0xc1caec30b787711108957660a3f9306a5d967f66,BranchWallet
0xc32b02f8d0b39e38d5fd53f73a9b5fdb5c45c47c,MultiSigWallet
0xf9a5e0436c01cc15708449e480fa5f2d6a5b55ca,MultiSigWallet
0x5ef72fda82d53047d1f8b5baab484e9466150a6a,MultiSigWallet
0x369587824c77812c8292029fc2860e56b586ced9,Wallet
0x6122ec9afd332356460f40f215ee81d3e5fa3b96,Wallet
0xf93599ba824af259d66742e563cb56310923fadd,SaleWallet
0x29E18B82F99f9f485b2F4f0AD13d343e62A1454C,MultiSigWalletWithDailyLimit
0x851b7f3ab81bd8df354f0d7640efcd7288553419,(Gnosis-AuctionWallet) MultiSigWalletWithDailyLimit
0x0af5f9a338870073707939b39a0ea3ebc0bad00b,Wallet
0x0c9a023dc047bc3140ece933dd285c50379a9d4a,MultiSigWalletWithDailyLimit
0xfd13d75f8d0c4fe4e9b20b769f006a21fc3004f1,Wallet
0xbeefbeef03c7e5a1c29e0aa675f8e16aee0a5fad,MultiSigWallet
0xa657491c1e7f16adb39b9b60e87bbb8d93988bc3,WalletLibrary
0x34912f042fb126fb9ea2a72ed1116a8d33d12487,Wallet
0xcafe1a77e84698c83ca8931f54a755176ef75f2c,(Aragon_Multisig) MultiSigWallet
0xbd26b72fb6cbe250178a0e37fab067781a051550,Wallet
0xe8baf9df0ded92c5f28aab97f13936e7716a4a5b,Wallet
0x911143d946ba5d467bfc476491fdb235fef4d667,(ENS-Multisig) MultiSigWallet
0x35792029777427920ce7aDecccE9e645465e9C72,MultiSigWalletWithDailyLimit
0x2AbF00B596f4cB10384654DCD76253B3140d35Ff,Wallet
0x8f951903c9360345b4e1b536c7f5ae8f88a64e79,MultiSigWallet
0x91efffb9c6cd3a66474688d0a48aa6ecfe515aa5,Wallet
0xf7e983781609012307f2514f63d526d83d24f466,(MyEtherWalletDonationsToken) MiniMeToken
0x68387152Da230EC518154Ae8e74bdA3BE4070049,Wallet
0xA2D4035389aae620E36Bd828144b2015564C2702,(Plutus.it) Wallet
0xdc895e94a0d5ad974af1b5729b10aa9cb7e58843,Wallet
0xc2d4290aa2dee92c6ad85ecd580d1216010e92d0,Wallet
0xab7c74abC0C4d48d1bdad5DCB26153FC8780f83E,Wallet
0x675283432d53531e11eD459C51FB508B7C9585Fb,testwallet9
0x0f8dffce81d890c67fdd71cf21e68c92ac10c687,Wallet
0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,(GolemMultisig) MultiSigWallet
0x32bacc8b241fb172fee18bda32527126c6f3c5f7,Wallet
0xb10ba7b334d3bd1b2110ba00bca39696b6df406d,Wallet
0x293c008e3060746f728ea59565b7a33dc68802be,HotWallet
0x5cb5F46a655C02889172323760d12d0e5D83CDAf,Wallet
0x6ff323e36bfdb20502b23780695f4e77e36cde95,TriWallet
0xda4a4626d3e16e094de3225a751aab7128e96526,(TheDaoCurator) Wallet
0x253137971b86074021334FB5B7E03ebf2545ead3,Wallet
0x50f54ed2cafd4b7245e60557a6b56d9ac9193025,Wallet
0x273930d21e01ee25e4c219b63259d214872220a2,Wallet
0xbF35fAA9C265bAf50C9CFF8c389C363B05753275,Wallet
